eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
,culture_conversion_cost,none,EU4 culture conversion cost - no EU5 equivalent,,,,,Culture,Modifies the diplomatic power cost for culture conversion in provinces.,Multiplicative
,culture_conversion_time,none,EU4 culture conversion time - no EU5 equivalent,,,,,Culture,Modifies the speed for culture conversion in provinces.,Multiplicative
,num_accepted_cultures,none,Already matched to EU5 cultures_capacity,,,,,Culture,Adds to the maximum number of accepted cultures a country can have.,Additive
,relation_with_same_culture,none,EU4 relation same culture - no EU5 equivalent,,,,,Culture,Modifiers this countries opinion of countries whose primary culture is the same.,Additive
,relation_with_same_culture_group,none,EU4 relation culture group - no EU5 equivalent,,,,,Culture,Modifies this countries opinion of countries whose primary culture is in the same culture group but do not share the same primary culture.,Additive
,relation_with_accepted_culture,none,EU4 relation accepted culture - no EU5 equivalent,,,,,Culture,Modifies this countries opinion of countries whose primary culture is an accepted culture.,Additive
,relation_with_other_culture,none,EU4 relation other culture - no EU5 equivalent,,,,,Culture,Modifies this countries opinion of countries that are not within the same culture group and whose culture they do not accept.,Additive
,can_not_declare_war,none,Already matched to EU5 blocked_from_declaring_war,,,,,Stability,Fobids a country from declaring wars,Constant
,global_unrest,none,EU4 unrest - no EU5 equivalent (EU5 uses pop_join_rebel_threshold),,,,,Stability,Adds to the base unrest value.,Additive
,global_autonomy,none,EU4 autonomy - no EU5 equivalent (EU5 removed autonomy),,,,,Stability,Adds to the monthly rate of autonomy in owned provinces.,Additive
,min_autonomy,none,EU4 min autonomy - no EU5 equivalent,,,,,Stability,Sets the minimum autonomy level allowed in all owned provinces.,Constant
,autonomy_change_time,none,EU4 autonomy cooldown - no EU5 equivalent,,,,,Stability,Modifies the cooldown for the autonomy reduction and increase buttons.,Multiplicative
,harsh_treatment_cost,none,EU4 harsh treatment - no EU5 equivalent,,,,,Stability,Modifies the military power cost for using harsh treatment.,Multiplicative
,global_rebel_suppression_efficiency,none,EU4 rebel suppression - no EU5 equivalent,,,,,Stability,Modifies the efficiency of unrest reduction by units stationed in provinces or deployed for autonomous rebel suppression.,Multiplicative
,min_autonomy_in_territories,none,EU4 territory autonomy - no EU5 equivalent,,,,,Stability,Modifies the minimum autonomy experienced in territories.,Additive
,unrest_catholic_provinces,none,EU4 Catholic unrest - no EU5 equivalent,,,,,Stability,Modifies the local unrest in all provinces of the catholic religion,Additive
,no_stability_loss_on_monarch_death,none,EU4 no stab loss on death - no EU5 equivalent,,,,,Stability,Removes the stability penalty that occurs when ruler dies.,Constant
,overextension_impact_modifier,none,EU4 overextension - no EU5 equivalent,,,,,Stability,Modifies the impact of conquered provinces in regards to the overextension.,Multiplicative
,vassal_forcelimit_bonus,none,EU4 vassal FL bonus - partially matched via subject types,,,,,Subject,Modifies the bonus to a country's forcelimit from their subjects.,Multiplicative
,vassal_naval_forcelimit_bonus,none,EU4 vassal naval FL - no EU5 equivalent,,,,,Subject,Modifies the bonus to a country's naval forcelimit from their subjects.,Multiplicative
,vassal_manpower_bonus,none,EU4 vassal manpower - no EU5 equivalent,,,,,Subject,Modifies the bonus to a country's manpower from their subjects.,Multiplicative
,vassal_sailors_bonus,none,EU4 vassal sailors - no EU5 equivalent,,,,,Subject,Modifies the bonus to a country's sailors from their subjects.,Multiplicative
,overlord_naval_forcelimit,none,EU4 overlord naval FL - no EU5 equivalent,,,,,Subject,Adds to the bonus to a country's naval forcelimit to their overlord. Applied to the subject.,Additive
,overlord_naval_forcelimit_modifier,none,EU4 overlord naval FL modifier - no EU5 equivalent,,,,,Subject,Modifies the bonus to a country's naval forcelimit to their overlord. Applied to the subject.,Multiplicative
,can_transfer_vassal_wargoal,none,EU4 transfer vassal wargoal - no EU5 equivalent,,,,,Subject,Allows usage of the ‘Transfer Subject’ peace term at half cost.,Constant
,liberty_desire,none,EU4 liberty desire - inverse of EU5 loyalty_to_overlord (already matched),,,,,Subject,Adds to subject liberty desire against their overlord.,Additive
,liberty_desire_from_subject_development,none,EU4 liberty from dev - no EU5 equivalent,,,,,Subject,"Modifies the subject liberty desire from development against their overlord (Note: Tooltip is bugged as of 1.29. A modifier of -0.2 shows as ""-0.20%"" when it reduces it by 20%).",Multiplicative
,reduced_liberty_desire,none,EU4 reduced liberty desire - no EU5 equivalent,,,,,Subject,Adds to the liberty desire subjects have against their overlord. Applied to the overlord.,Additive
,reduced_liberty_desire_on_same_continent,none,EU4 reduced LD same continent - no EU5 equivalent,,,,,Subject,Adds to the liberty desire subjects have against their overlord if on the same continent. Applied to the overlord.,Additive
,reduced_liberty_desire_on_other_continent,none,EU4 reduced LD other continent - no EU5 equivalent,,,,,Subject,Adds to the liberty desire subjects have against their overlord if on the other continent. Applied to the overlord.,Additive
,allow_client_states,none,EU4 client state permission - partially matched to allow_subjects,,,,,Subject,Allows a country to create client states.,Constant
,colonial_type_change_cost_modifier,none,EU4 colonial type change - no EU5 equivalent,,,,,Subject,Modifies the cost of changing colonial type.,Multiplicative
,colonial_subject_type_upgrade_cost_modifier,none,EU4 colonial upgrade - no EU5 equivalent,,,,,Subject,Modifies the cost of upgrading colonial subject type.,Multiplicative
,years_to_integrate_personal_union,none,EU4 PU integration years - partially matched to annexation_speed_base,,,,,Subject,Adds to the years it takes to integrate a personal union,Additive
,chance_to_inherit,none,EU4 PU inheritance chance - no EU5 equivalent,,,,,Subject,Modifies the chance to inherit a personal union when ruler dies.,Multiplicative
,monarch_power_tribute,none,EU4 tributary monarch power - no EU5 equivalent,,,,,Subject,Adds to the yearly monarch power tribute a tributary pays to its overlord.,Additive
,tributary_conversion_cost_modifier,none,EU4 tributary conversion - no EU5 equivalent,,,,,Subject,"Modifies the cost of the mandate that is required to turn a tributary into a vassal, which is unlocked via the final reform of the mandate.",Multiplicative
,annexation_relations_impact,none,EU4 annexation relations - no EU5 equivalent,,,,,Subject,Modifies the impact of the relations applied to all subjects when their overlord is annexing a subject. Applied to the overlord.,Multiplicative
,claim_duration,none,EU4 claim duration - no EU5 equivalent,,,,,Espionage,Modifies the duration of claims. (not used in vanilla),Multiplicative
,can_chain_claim,none,EU4 chain claim - no EU5 equivalent,,,,,Espionage,Allows to chain claims,Constant
,discovered_relations_impact,none,EU4 discovered espionage relations - no EU5 equivalent,,,,,Espionage,Modifies the relations impact applied to a country when discovered committing an espionage action.,Multiplicative
,rebel_support_efficiency,none,EU4 rebel support - no EU5 equivalent,,,,,Espionage,Modifies the effectiveness of supported rebels in other countries.,Multiplicative
,can_claim_states,none,EU4 claim states - no EU5 equivalent,,,,,Espionage,Allows to fabricate claims on areas instead of provinces.,Constant
,no_claim_cost_increasement,none,EU4 no claim cost increase - no EU5 equivalent,,,,,Espionage,Removes the additional cost for fabricating a claim if a country already have a claim on the target country.,Constant
,spy_action_cost_modifier,none,EU4 spy action cost - no EU5 equivalent,,,,,Espionage,Modifies the spy network costs of all spy actions.,Multiplicative
,global_missionary_strength,none,EU4 missionary strength - partially matched to building_missionary_effort_modifier,,,,,Religion,Adds to the base missionary strength against all religions.,Additive
,can_not_build_missionaries,none,Already matched to EU5 blocked_from_conversion,,,,,Religion,Forbids a country to convert provinces with missionaries.,Constant
,may_not_convert_territories,none,EU4 no territory conversion - no EU5 equivalent,,,,,Religion,Forbids a country to convert territory provinces with missionaries.,Constant
,missionaries,none,EU4 missionary count - no EU5 equivalent,,,,,Religion,Adds to the base missionary count for a country.,Additive
,missionary_maintenance_cost,none,EU4 missionary maintenance - no EU5 equivalent,,,,,Religion,Modifies the cost of missionary maintenance while converting provinces.,Multiplicative
,religious_unity,none,EU4 religious unity - no EU5 equivalent,,,,,Religion,Adds to the base religious unity value for a country.,Additive
,tolerance_of_heretics_capacity,none,EU4 max heretic tolerance - no EU5 equivalent,,,,,Religion,Adds to the maximum tolerance for heretics within a country.,Additive
,tolerance_of_heathens_capacity,none,EU4 max heathen tolerance - no EU5 equivalent,,,,,Religion,Adds to the maximum tolerance for heathens within a country.,Additive
,papal_influence_from_cardinals,none,EU4 papal influence from cardinals - no EU5 equivalent,,,,,Religion,Modifiers the papal influence gain from holding cardinals.,Multiplicative
,curia_treasury_contribution,none,EU4 curia treasury - no EU5 equivalent,,,,,Religion,Modifies the amount of treasury contribution to the Curia.,Multiplicative
,monthly_church_power,none,EU4 church power - no EU5 equivalent,,,,,Religion,Adds to the monthly gained churchpower,Additive
,church_power_modifier,none,EU4 church power modifier - no EU5 equivalent,,,,,Religion,Modifies the effectiveness of church power gains.,Multiplicative
,monthly_fervor_increase,none,EU4 Reformed fervor - no EU5 equivalent,,,,,Religion,Adds to the rate of fervor gained per month.,Additive
,yearly_patriarch_authority,none,EU4 Orthodox patriarch authority - no EU5 equivalent,,,,,Religion,Adds to the amount of yearly patriarch authority gained.,Additive
,monthly_piety,none,EU4 Muslim piety - no EU5 equivalent (EU5 has monthly_purity but different),,,,,Religion,Adds to the rate of piety gained per month.,Additive
,monthly_piety_accelerator,none,EU4 piety accelerator - no EU5 equivalent,,,,,Religion,Increases the rate of piety gained per month when piety is above zero. Reduces the rate of piety gained per month when piety is below zero.,Additive
,harmonization_speed,none,EU4 Confucian harmonization - no EU5 equivalent (EU5 has monthly_harmony),,,,,Religion,Modifies the rate at which harmonization occurs.,Multiplicative
,monthly_karma_accelerator,none,EU4 karma accelerator - no EU5 equivalent,,,,,Religion,Increases the rate of karma gained per month when karma is above zero. Reduces the rate of karma gained per month when karma is below zero.,Additive
,yearly_doom_reduction,none,EU4 doom reduction - no EU5 equivalent,,,,,Religion,Adds to the yearly reduction rate of doom.,Additive
,yearly_authority,none,EU4 Inti authority - no EU5 equivalent,,,,,Religion,Adds to the rate of Inti authority gained per year.,Additive
,enforce_religion_cost,none,EU4 enforce religion cost - no EU5 equivalent,,,,,Religion,Modifies the war score cost for the Enforce Religion peace term.,Multiplicative
,prestige_per_development_from_conversion,none,EU4 prestige from conversion - no EU5 equivalent,,,,,Religion,Adds to the prestige bonus gained per development when successfully converting a province to a state religion.,Additive
,establish_order_cost,none,EU4 establish order - no EU5 equivalent,,,,,Religion,Modifies the cost for using the ‘Establish Order’ action.,Multiplicative
,global_religious_conversion_resistance,none,EU4 conversion resistance - no EU5 equivalent,,,,,Religion,Adds to conversion resistance from centres of reformation in all provinces.,Multiplicative
,relation_with_same_religion,none,EU4 relation same religion - no EU5 equivalent,,,,,Religion,Adds to this countries opinion towards other countries with the same religion.,Additive
,relation_with_heretics,none,EU4 relation heretics - no EU5 equivalent,,,,,Religion,Adds to this countries opinion towards other countries with heretic religions.,Additive
,relation_with_heathens,none,EU4 relation heathens - no EU5 equivalent,,,,,Religion,Adds to this countries opinion towards other countries with heathen religions.,Additive
